filename,expression_error
0463.png,0.18399450182914734
0464.png,0.1571381390094757
0465.png,0.1330573856830597
0466.png,0.17039260268211365
0467.png,0.1440780907869339
0468.png,0.1839655637741089
0469.png,0.2860012352466583
0470.png,0.21066996455192566
0471.png,0.1588137149810791
0472.png,0.20675550401210785
0473.png,0.15413318574428558
0474.png,0.1691340208053589
0475.png,0.11671457439661026
0476.png,0.15230531990528107
0477.png,0.12725909054279327
0478.png,0.1414831578731537
0479.png,0.1312854290008545
0480.png,0.13371716439723969
0481.png,0.11606406420469284
0482.png,0.14789997041225433
0483.png,0.1563505381345749
0484.png,0.17974458634853363
0485.png,0.17223462462425232
0486.png,0.15173715353012085
0487.png,0.14778046309947968
0488.png,0.20829223096370697
0489.png,0.1380648910999298
0490.png,0.1349303126335144
0491.png,0.12239734828472137
0492.png,0.16794128715991974
0493.png,0.2082480937242508
0494.png,0.1934037059545517
0495.png,0.22559267282485962
0496.png,0.2128659337759018
0497.png,0.22853568196296692
0498.png,0.1725102663040161
0499.png,0.17157816886901855
MEAN,0.1626560834944248
